,answers,result_data,datas,status
172,0,0.1345268648994183,1,주의
173,0,0.7368292006496029,0,위험
174,1,0.9999463112169314,1,위험
175,0,0.06125514223506679,1,주의
176,0,0.045503020068841035,1,주의
177,0,0.6270728570886552,0,경계
178,0,0.029675912878689203,1,주의
179,0,0.9954639798935799,0,위험
180,0,0.08043857574721038,1,주의
181,1,0.08927307374855675,0,주의
182,0,0.12904659416097733,1,주의
183,0,0.6330666063468253,0,경계
184,1,0.8712560807677713,1,위험
185,0,0.1274410732451462,1,주의
186,0,0.11665953340952086,1,주의
187,0,0.03603176717443115,1,주의
188,0,0.15756307142900736,1,주의
189,0,0.0766137903222034,1,주의
190,0,0.059289650005936494,1,주의
191,0,0.1047780807253064,1,주의
192,0,0.16173557419206058,1,주의
193,1,0.10804465381289523,0,주의
194,0,0.49294261557119307,1,주의
195,0,0.056938439702492974,1,주의
196,1,0.2653897968323349,0,주의
197,0,0.06776629841231296,1,주의
198,0,0.06564284785363303,1,주의
199,0,0.15644856372117988,1,주의
200,0,0.0719082172907641,1,주의
201,0,0.31617102054191093,1,주의
202,0,0.055674251722479515,1,주의
203,0,0.044103241391991434,1,주의
204,0,0.053955515471009234,1,주의
205,0,0.6272293416724841,0,경계
206,0,0.38346084920542767,1,주의
207,0,0.5135352821665266,0,경계
208,0,0.6913752527328203,0,경계
209,0,0.26207824272660996,1,주의
210,0,0.20085284542775414,1,주의
211,0,0.6168564650079136,0,경계
212,0,0.13418151313024188,1,주의
213,0,0.08169252279282915,1,주의
214,0,0.09343297654718292,1,주의
215,0,0.18927981892810822,1,주의
216,0,0.434569258783928,1,주의
217,0,0.08820500034920287,1,주의
218,0,0.059778331751156426,1,주의
219,0,0.08842584290121976,1,주의
220,0,0.08734098910014342,1,주의
221,0,0.32175239301765357,1,주의
222,0,0.12252333757868306,1,주의
223,0,0.07119208934437783,1,주의
224,0,0.6038130382384495,0,경계
225,0,0.14184027987643666,1,주의
226,1,0.9999999962036252,1,위험
227,0,0.0916068155939,1,주의
228,0,0.12057536433598925,1,주의
229,0,0.14536409115697504,1,주의
230,1,0.61429413067619,1,경계
231,0,0.3024596441880135,1,주의
232,0,0.13081074340004806,1,주의
233,0,0.11678248935459755,1,주의
234,0,0.061950616656687225,1,주의
235,1,0.7964665791615118,1,위험
236,1,0.37197170156106607,0,주의
237,0,0.2936160469833037,1,주의
238,0,0.055537842253387676,1,주의
239,0,0.1529356031220019,1,주의
240,0,0.13396190164313376,1,주의
241,0,0.07738883688952881,1,주의
242,0,0.06850103186510613,1,주의
243,0,0.26457103341631993,1,주의
244,1,0.8684570608357405,1,위험
245,0,0.056053764233022205,1,주의
246,0,0.17276047050153412,1,주의
247,0,0.09944218282565447,1,주의
248,0,0.13490293544822146,1,주의
249,1,0.13115676539703025,0,주의
250,0,0.5088902149552571,0,경계
251,0,0.09089580796344089,1,주의
252,0,0.14122202070334572,1,주의
253,0,0.1059131640033171,1,주의
254,0,0.09478600842830034,1,주의
255,0,0.13366572061765178,1,주의
256,0,0.1461674000636995,1,주의
257,0,0.11248474837154211,1,주의
258,0,0.1251789689816694,1,주의
259,0,0.1122784991176758,1,주의
260,0,0.2334774433973912,1,주의
261,0,0.12300554967412299,1,주의
262,0,0.06336727105676794,1,주의
263,0,0.061041060976383586,1,주의
264,0,0.0724447769204486,1,주의
265,1,0.14150510871536343,0,주의
266,0,0.09196542911902791,1,주의
267,0,0.3718140628149925,1,주의
268,0,0.23604579052006647,1,주의
269,0,0.07765453363235762,1,주의
270,0,0.1039439857749893,1,주의
271,0,0.2743234732213979,1,주의
272,0,0.2602219455745086,1,주의
273,0,0.15058594789147145,1,주의
274,0,0.5901287276558638,0,경계
275,0,0.49043650479933915,1,주의
276,0,0.050554621413462335,1,주의
277,0,0.17120893219988095,1,주의
278,0,0.4506436759504735,1,주의
279,0,0.21441249145029465,1,주의
280,0,0.10001787050970985,1,주의
281,0,0.5025995848172229,0,경계
282,0,0.16127331833531192,1,주의
283,0,0.09979298578079551,1,주의
284,0,0.1656509857627588,1,주의
285,0,0.3731969666627805,1,주의
286,0,0.2760575422967518,1,주의
287,0,0.09052577452315977,1,주의
288,0,0.30193987338661105,1,주의
289,0,0.054473515619061906,1,주의
290,0,0.11147376581533318,1,주의
291,0,0.07905782934080614,1,주의
292,1,0.4693592983435584,0,주의
293,1,0.9839345135093505,1,위험
294,0,0.1429738543735497,1,주의
295,0,0.09082496829568429,1,주의
296,0,0.09522204163178875,1,주의
297,0,0.12003839659291164,1,주의
298,0,0.21294116639034177,1,주의
299,0,0.08394889960096716,1,주의
300,0,0.9074255614846604,0,위험
301,0,0.0775721812349909,1,주의
302,0,0.31694426078495164,1,주의
303,0,0.23052867899806534,1,주의
304,0,0.939354267322164,0,위험
305,1,0.5437125633584817,1,경계
306,0,0.2022552815527438,1,주의
307,0,0.08831954796136678,1,주의
308,0,0.45317174163521734,1,주의
309,0,0.08843038558402386,1,주의
310,0,0.07404607509265114,1,주의
311,0,0.15915078405678054,1,주의
312,0,0.4576153126381422,1,주의
313,0,0.09136553862364129,1,주의
314,0,0.10219841436764783,1,주의
315,0,0.06517752423792915,1,주의
316,0,0.12191927970988327,1,주의
317,0,0.13475920346402867,1,주의
318,0,0.07825109423260684,1,주의
319,0,0.2909403040126351,1,주의
320,0,0.8307191590405802,0,위험
321,0,0.17318249508487082,1,주의
322,0,0.17387507807341965,1,주의
323,0,0.18308645945257723,1,주의
324,1,0.807895618982015,1,위험
325,0,0.09945611380028774,1,주의
326,0,0.1420439104630298,1,주의
327,0,0.13478223769357972,1,주의
328,0,0.5870806967812255,0,경계
329,0,0.5149651160298722,0,경계
330,1,0.93494989160918,1,위험
331,0,0.06868111239130312,1,주의
332,0,0.07773791280063543,1,주의
333,0,0.13741598925525284,1,주의
334,0,0.08083146409631371,1,주의
335,0,0.08430669115480255,1,주의
336,0,0.1795281916839176,1,주의
337,0,0.1180088910692314,1,주의
338,0,0.09528281481307448,1,주의
339,0,0.06923947723191566,1,주의
340,0,0.1623193343837633,1,주의
341,0,0.15416273301070899,1,주의
342,0,0.07933663017284268,1,주의
343,0,0.09212221299183652,1,주의
344,0,0.11646518278246465,1,주의
345,0,0.08195407899087907,1,주의
346,0,0.30007165514853046,1,주의
347,0,0.09856686661267722,1,주의
348,0,0.2588022478130812,1,주의
349,0,0.09166112575016516,1,주의
350,0,0.5015209895429832,0,경계
351,0,0.1532044300381776,1,주의
352,0,0.2787790545399372,1,주의
353,0,0.07709505388500644,1,주의
354,0,0.126950551747068,1,주의
355,0,0.08434904877336684,1,주의
356,0,0.1326769589217588,1,주의
357,0,0.1216158390714702,1,주의
358,0,0.08516537259370653,1,주의
359,0,0.17245442142320358,1,주의
360,0,0.07769874351908364,1,주의
361,0,0.17392717535224939,1,주의
362,0,0.12150785716163305,1,주의
363,0,0.18808809536369914,1,주의
364,0,0.5865375964802045,0,경계
365,1,0.10718764603169702,0,주의
366,1,0.9635792274149807,1,위험
367,0,0.19613119218479633,1,주의
368,0,0.634393428007343,0,경계
369,0,0.05442204560672953,1,주의
370,0,0.0804348776705462,1,주의
371,0,0.07037176083895466,1,주의
372,0,0.09557281996944568,1,주의
373,0,0.20654869741713652,1,주의
374,0,0.1797098224669749,1,주의
375,0,0.07387529625722193,1,주의
376,0,0.10293399752214069,1,주의
377,0,0.1209249005885032,1,주의
378,0,0.1123022185303594,1,주의
379,0,0.09317915597765737,1,주의
380,0,0.23076233488287512,1,주의
381,0,0.08566349021908029,1,주의
382,0,0.14213213879363334,1,주의
383,0,0.07275263452418262,1,주의
384,0,0.05578733900475385,1,주의
385,1,0.9748262776094916,1,위험
386,0,0.09463853557239214,1,주의
387,0,0.08964708289856049,1,주의
388,0,0.8852554537004464,0,위험
389,0,0.13856335653388535,1,주의
390,0,0.10258092018931711,1,주의
391,0,0.5743463275151235,0,경계
392,0,0.1311484503126307,1,주의
393,0,0.06630801908467655,1,주의
394,0,0.2462870688711795,1,주의
395,0,0.0474442181413155,1,주의
396,0,0.06511032007090799,1,주의
397,0,0.12493740058409497,1,주의
398,0,0.2407641400204243,1,주의
399,0,0.1189596804322349,1,주의
400,0,0.08214801322739039,1,주의
401,0,0.18290044349639004,1,주의
402,0,0.1346509818957598,1,주의
403,0,0.19841598583428507,1,주의
404,0,0.12092293490853645,1,주의
405,0,0.06759519930763447,1,주의
406,0,0.10655925892077599,1,주의
407,0,0.10448629594060681,1,주의
408,0,0.5680095308548606,0,경계
409,0,0.15033391885044095,1,주의
410,0,0.148066783810053,1,주의
411,0,0.10293998509944113,1,주의
412,0,0.12305757664490859,1,주의
413,0,0.18830000368963642,1,주의
414,0,0.06760864831824805,1,주의
415,0,0.07354894721788449,1,주의
416,0,0.11664143331795064,1,주의
417,0,0.19200889775562494,1,주의
418,0,0.770556232777378,0,위험
419,0,0.11794441297314025,1,주의
420,0,0.16800816745848055,1,주의
421,0,0.8259414794805275,0,위험
422,0,0.09029543715800308,1,주의
423,0,0.2350056428944993,1,주의
424,0,0.1998524827059618,1,주의
425,0,0.5074125672862677,0,경계
426,0,0.16656196208300822,1,주의
427,0,0.15302495518550657,1,주의
428,0,0.1945084165843646,1,주의
429,0,0.1644979040655485,1,주의
430,0,0.21843111360899248,1,주의
431,0,0.3927582368228473,1,주의
432,0,0.18092970418529747,1,주의
433,0,0.13884254839267898,1,주의
434,0,0.6251049371778358,0,경계
435,0,0.9944156974855488,0,위험
436,0,0.26710633349499685,1,주의
437,1,0.5834568256044884,1,경계
438,0,0.19565662560448518,1,주의
439,0,0.1333113259034594,1,주의
440,0,0.1350526302307623,1,주의
441,0,0.41975243067966905,1,주의
442,0,0.18501703622297308,1,주의
443,0,0.10482936111514832,1,주의
444,0,0.23826459776166664,1,주의
445,0,0.1675693610225819,1,주의
446,0,0.14251126738717917,1,주의
447,0,0.21222320418378732,1,주의
448,0,0.23934856750668781,1,주의
449,0,0.2533289228080025,1,주의
450,0,0.15436162947667675,1,주의
451,0,0.23335996829747133,1,주의
452,0,0.18355419499744471,1,주의
453,1,0.9998568788240196,1,위험
454,0,0.127523166990098,1,주의
455,0,0.30269750357804953,1,주의
456,0,0.1333489899826509,1,주의
457,0,0.19054006617208225,1,주의
458,0,0.1601916504686331,1,주의
459,0,0.20758610046743006,1,주의
460,0,0.12183656005296607,1,주의
461,0,0.41529510813634496,1,주의
462,0,0.2378579286006057,1,주의
463,0,0.15374577797620217,1,주의
464,0,0.13293076489426112,1,주의
465,1,0.32650400042336775,0,주의
466,0,0.13685526615885846,1,주의
467,0,0.15905489549118548,1,주의
468,0,0.45521369760062663,1,주의
469,0,0.12335090342213657,1,주의
470,0,0.15070605658494649,1,주의
471,0,0.08269869150017523,1,주의
472,0,0.11498934468509071,1,주의
473,0,0.10133753112831297,1,주의
474,1,0.39977730810169965,0,주의
475,0,0.08120761023372008,1,주의
476,0,0.4101949257877205,1,주의
477,0,0.26702572044869494,1,주의
478,0,0.17147369696078915,1,주의
479,0,0.10862582074376101,1,주의
480,0,0.13364230650098763,1,주의
481,1,0.7941997106304298,1,위험
482,0,0.12075737931744615,1,주의
483,0,0.16798573182703472,1,주의
484,0,0.14363917094634143,1,주의
485,0,0.5674726022505361,0,경계
486,0,0.1753557820084576,1,주의
487,0,0.1506648814302674,1,주의
488,0,0.25924222730686725,1,주의
489,0,0.13033809277781916,1,주의
490,0,0.12199792385815734,1,주의
491,0,0.13418032049880277,1,주의
492,0,0.09991965228561153,1,주의
493,0,0.10537505450269516,1,주의
494,1,0.9479876337796962,1,위험
495,0,0.21277754854463599,1,주의
496,0,0.3377891719354382,1,주의
497,0,0.12217372363703725,1,주의
498,1,0.6915173966458812,1,경계
499,0,0.23375515451213952,1,주의
500,0,0.20655217465183381,1,주의
501,0,0.08728381992904484,1,주의
502,0,0.14145811979257303,1,주의
503,0,0.18294291180397282,1,주의
504,0,0.18240442715710076,1,주의
505,1,0.999999992981107,1,위험
506,0,0.2835666627705068,1,주의
507,0,0.10838620895326341,1,주의
508,1,0.816024727967799,1,위험
509,0,0.12729832587789408,1,주의
510,0,0.21151306165197867,1,주의
511,0,0.08416600721051622,1,주의
512,0,0.6158368185142756,0,경계
513,0,0.09252374454193875,1,주의
514,1,0.7793977176761056,1,위험
515,0,0.1811327882994417,1,주의
516,0,0.16833749335678008,1,주의
517,0,0.16512866503134663,1,주의
518,0,0.2203853604862364,1,주의
519,0,0.13440813748275748,1,주의
520,0,0.18652862771271794,1,주의
521,0,0.15179585747317179,1,주의
522,0,0.0918237564586357,1,주의
523,0,0.7189677177264154,0,위험
524,0,0.1548818463511367,1,주의
525,0,0.30686956747779326,1,주의
526,0,0.2763159379271533,1,주의
527,0,0.11082152264415324,1,주의
528,0,0.1672553277531254,1,주의
529,0,0.10124104606573159,1,주의
530,0,0.10689900724988871,1,주의
531,0,0.201539345844573,1,주의
532,0,0.15723505732808696,1,주의
533,1,0.9626145483678862,1,위험
534,0,0.26400726796523305,1,주의
535,0,0.9057714808817939,0,위험
536,0,0.1700583338805839,1,주의
537,0,0.3844813718130137,1,주의
538,1,0.15768475227562886,0,주의
539,0,0.11242210113324264,1,주의
540,0,0.1892841924743721,1,주의
541,0,0.21686880078075055,1,주의
542,0,0.1202705194360686,1,주의
543,1,0.3582062608812369,0,주의
544,0,0.16335083155882524,1,주의
545,0,0.08194701161745742,1,주의
546,0,0.13524604575516988,1,주의
547,0,0.16369181112212922,1,주의
548,0,0.17390185307065867,1,주의
549,0,0.7194136662648526,0,위험
550,0,0.14027417854460358,1,주의
551,0,0.234078074062634,1,주의
552,0,0.1993804120268352,1,주의
553,1,0.15501998873082673,0,주의
554,0,0.30430738237878857,1,주의
555,0,0.1542703954594991,1,주의
556,0,0.15593336402716318,1,주의
557,0,0.1922556545452247,1,주의
558,0,0.22102608923684222,1,주의
559,0,0.19005571949755715,1,주의
560,0,0.26767009918182955,1,주의
561,0,0.12088727023378917,1,주의
562,0,0.13615347498068156,1,주의
563,0,0.22080102158629486,1,주의
564,0,0.09114946333968121,1,주의
565,0,0.10380685628465838,1,주의
566,0,0.17425920754820648,1,주의
567,0,0.09621311109580441,1,주의
568,0,0.13630496286654536,1,주의
569,0,0.09016434553367168,1,주의
570,0,0.18836235025291687,1,주의
571,0,0.14443345257506343,1,주의
572,0,0.7228349245416742,0,위험
573,0,0.1353523609879716,1,주의
574,0,0.12645509622101933,1,주의
575,1,0.6694016536496479,1,경계
576,0,0.1377534642470203,1,주의
577,1,0.4827405734486508,0,주의
578,0,0.16705264587998278,1,주의
579,0,0.19059897712895107,1,주의
580,0,0.17626562688449654,1,주의
581,0,0.14405049791626776,1,주의
582,0,0.46425413531310766,1,주의
583,0,0.6500103075947248,0,경계
584,0,0.23131202718479546,1,주의
585,0,0.7482422232568964,0,위험
586,0,0.14885416867531578,1,주의
587,0,0.5426916406203628,0,경계
588,0,0.21378660849560555,1,주의
589,0,0.23851365297322452,1,주의
590,0,0.21705057942378636,1,주의
591,0,0.19062264260816367,1,주의
592,0,0.19967398123360042,1,주의
593,0,0.10102089340637065,1,주의
594,0,0.18598456698584506,1,주의
595,0,0.3564710211534299,1,주의
596,0,0.1425166559113891,1,주의
597,1,0.5235869608633609,1,경계
598,0,0.1606703428417816,1,주의
599,0,0.23548758197874203,1,주의
600,0,0.5049677000613672,0,경계
601,0,0.318845623817467,1,주의
602,0,0.1738051931590327,1,주의
603,0,0.14162681855030773,1,주의
604,0,0.4410344707903867,1,주의
605,0,0.22034935703537467,1,주의
606,0,0.542710280380769,0,경계
607,0,0.16356711368282392,1,주의
608,0,0.5002809508765426,0,경계
609,0,0.11813467324487928,1,주의
610,0,0.22756548357481585,1,주의
611,0,0.17855816100749056,1,주의
612,0,0.19567896250129876,1,주의
613,0,0.3541518011237238,1,주의
614,0,0.3757836743287293,1,주의
615,0,0.4389753910441374,1,주의
616,0,0.2997300826882283,1,주의
617,1,0.8462025113905418,1,위험
618,0,0.17615706972579467,1,주의
619,0,0.1256294070639603,1,주의
620,0,0.17420386777443916,1,주의
621,0,0.1352018307370108,1,주의
622,0,0.24015355656978768,1,주의
623,0,0.258895493079634,1,주의
624,0,0.07490198581575351,1,주의
625,0,0.04699654590919567,1,주의
626,1,0.08842232943350581,0,주의
627,0,0.15991808712174707,1,주의
628,0,0.060247486487071636,1,주의
629,0,0.5337756660965963,0,경계
630,0,0.27792838150381904,1,주의
631,0,0.0713347171915241,1,주의
632,0,0.05526395591290354,1,주의
633,0,0.06302078263580523,1,주의
634,0,0.08846072296310141,1,주의
635,0,0.15369190390321313,1,주의
636,0,0.15060263720481193,1,주의
637,0,0.13215695471557015,1,주의
638,0,0.2219145435819442,1,주의
639,0,0.16115457672073813,1,주의
640,0,0.3147447166871933,1,주의
641,0,0.136538295918461,1,주의
642,1,0.8156098266520723,1,위험
643,0,0.1043404539576891,1,주의
644,0,0.13383686880503917,1,주의
645,0,0.16397439922309814,1,주의
646,0,0.19293197490079816,1,주의
647,0,0.250146476300758,1,주의
648,0,0.11663848334606908,1,주의
649,0,0.13603552488949533,1,주의
650,0,0.13886269128752113,1,주의
651,0,0.1531178792918721,1,주의
652,0,0.1849783407284185,1,주의
653,0,0.20668614701006693,1,주의
654,0,0.2501871007959741,1,주의
655,0,0.7996853359373736,0,위험
656,0,0.20677326782379707,1,주의
657,0,0.19435695843267212,1,주의
658,0,0.12378726490914702,1,주의
659,0,0.6333236174862887,0,경계
660,1,0.46807667164903644,0,주의
661,0,0.1912634166075455,1,주의
662,0,0.2185399659166744,1,주의
663,0,0.20827091584245222,1,주의
664,0,0.1743162491835871,1,주의
665,1,0.9898248878652646,1,위험
666,0,0.20205253547535418,1,주의
667,0,0.1381267812151756,1,주의
668,0,0.23344048299168574,1,주의
669,0,0.08635982206383284,1,주의
670,0,0.2356051285123074,1,주의
671,0,0.26220615991374757,1,주의
672,0,0.13476584594192503,1,주의
673,0,0.27203893803628326,1,주의
674,0,0.23891286230600445,1,주의
675,0,0.09352429334636353,1,주의
676,0,0.06443336912596688,1,주의
677,0,0.2353579302819745,1,주의
678,0,0.12739911508267054,1,주의
679,0,0.10716676592773812,1,주의
680,0,0.22623905609649203,1,주의
681,0,0.1076056396639308,1,주의
682,0,0.1913067838950404,1,주의
683,0,0.10505978646472366,1,주의
684,0,0.1663449973421968,1,주의
685,0,0.10018245716265851,1,주의
686,0,0.3008153394207358,1,주의
687,0,0.11128543439202954,1,주의
688,0,0.1229099155829648,1,주의
689,0,0.27241417401556584,1,주의
690,0,0.07554119051255444,1,주의
691,0,0.13472442847367064,1,주의
692,0,0.4172496981878127,1,주의
693,0,0.8009500500085399,0,위험
694,0,0.05092111743011466,1,주의
695,0,0.1623783200589303,1,주의
696,0,0.9894847965343366,0,위험
697,0,0.1526917354303484,1,주의
698,0,0.23604992130727656,1,주의
699,1,0.5921646875559987,1,경계
700,0,0.03840825516806848,1,주의
701,0,0.17300298833496638,1,주의
702,0,0.1357314370951554,1,주의
703,1,0.9977015404865771,1,위험
704,0,0.09845589363081865,1,주의
705,0,0.33561389447442397,1,주의
706,0,0.4311581181400954,1,주의
707,0,0.1959085197809856,1,주의
708,0,0.18132392386356366,1,주의
709,1,0.1040123378852917,0,주의
710,1,0.8922027466515887,1,위험
711,0,0.10054146437993194,1,주의
712,0,0.15641659861369575,1,주의
713,1,0.22079646265031802,0,주의
714,0,0.3775709328990011,1,주의
715,0,0.12020092341479528,1,주의
716,0,0.09104134107914251,1,주의
717,0,0.07288115960058374,1,주의
718,0,0.2348184548771039,1,주의
719,0,0.13718078230000852,1,주의
720,0,0.0835108689530304,1,주의
721,0,0.15159792515172174,1,주의
722,1,0.1579222552355896,0,주의
723,0,0.08271777669878598,1,주의
724,0,0.1119804407821247,1,주의
725,1,0.9175176954314533,1,위험
726,1,0.10722117381968603,0,주의
727,0,0.21687054967554026,1,주의
728,0,0.10815815376786851,1,주의
729,0,0.2896568750626183,1,주의
730,0,0.14521078691485884,1,주의
731,0,0.08606472147591421,1,주의
732,0,0.12527232050678833,1,주의
733,0,0.11162301869781198,1,주의
734,1,0.2592561550223852,0,주의
735,0,0.14486226799409577,1,주의
736,0,0.8270148352258422,0,위험
737,0,0.034043819028458835,1,주의
738,0,0.4378015395063665,1,주의
739,0,0.08767176370794633,1,주의
740,0,0.2477572724174642,1,주의
741,0,0.6781111305348104,0,경계
742,0,0.06712699923952598,1,주의
743,0,0.12272341422058622,1,주의
744,0,0.09134701187134703,1,주의
745,0,0.20211413337190018,1,주의
746,0,0.7030952321525464,0,위험
747,0,0.2662667760096479,1,주의
748,0,0.06756788870162052,1,주의
749,0,0.24791880878651695,1,주의
750,0,0.2542562724436175,1,주의
751,0,0.0583365110215215,1,주의
752,0,0.3138054781796043,1,주의
753,0,0.2852657144017092,1,주의
754,0,0.07708813974618317,1,주의
755,0,0.21096505864395085,1,주의
756,0,0.33626394407251414,1,주의
757,0,0.5420256823016532,0,경계
758,0,0.22401386577604712,1,주의
759,0,0.17721064367193595,1,주의
760,0,0.15230424855164057,1,주의
761,0,0.24984729112794554,1,주의
762,0,0.1735302206685428,1,주의
763,0,0.07077878617734949,1,주의
764,1,0.8004279367528376,1,위험
765,0,0.16671117345337216,1,주의
766,0,0.03573873591707748,1,주의
767,0,0.1198179718765761,1,주의
768,0,0.3106440352015282,1,주의
769,0,0.20122897122349692,1,주의
770,1,0.9981180038967182,1,위험
771,0,0.09686161901629906,1,주의
772,0,0.2309897679781078,1,주의
773,0,0.188375303963389,1,주의
774,0,0.14014410821031031,1,주의
775,0,0.36772982223296835,1,주의
776,0,0.8698300268269115,0,위험
